OF_DEPARTURE_COUNTRY,OF_DEPLV2,OF_DEPLV1,OF_DEPLV0,OF_DEPARTURE_CITY,OF_DEPARTURE_ZIPCODE,OF_DEPARTURE_COORDINATE_X,OF_DEPARTURE_COORDINATE_Y,OF_ARRIVAL_COUNTRY,OF_ARRLV2,OF_ARRLV1,OF_ARRLV0,OF_ARRIVAL_CITY,OF_ARRIVAL_ZIPCODE,OF_ARRIVAL_COORDINATE_X,OF_ARRIVAL_COORDINATE_Y,OF_WEIGHT,OF_VOLUME,OF_LENGTH,OF_GOODS_KND,OF_TAIL_LIFT,OF_PALLETS_EXCHANGE,OF_NB_PALLETS
F,MP,81,,BRASSAC,81260,250038,4363087,F,CE,37,,MONTBAZON,37250,71294,4728750,24000,0,110,MG,N,N,0
I,1,LOM,20,MILANO,20121,918102,4546895,D,BW,89,,ULM,89073,998791,4839718,24000,0,136,MG,N,N,0
I,4,TOS,57,LIVORNO,57121,1033137,4356487,I,7,PUG,73,LECCE,73100,1817526,4035432,28000,0,136,MG,N,N,0
B,HT,60,,CHARLEROI,6000,444344,5041017,F,RP,94,,BONNEUIL-SUR-MARNE,94380,248701,4877380,23000,0,40,MG,N,N,0
E,E3,A,3,IBI,3440,-57649,3862260,NL,OL,75,,OLDENZAAL,757*,692725,5230919,2000,0,35,MG,N,N,0
F,AL,88,,SENONES,88210,697929,4839380,P,SU,29,,PALMELA,2955-001,-890805,3863642,12000,0,120,MG,N,N,0
D,HE,64,,DARMSTADT,64283,865290,4987044,F,PC,16,,ANGOUL�ME,16000,15415,4564927,2000,0,50,MG,N,N,0
F,CE,36,,CH�TEAUROUX,36000,169603,4680612,F,NP,59,,WATTRELOS,59150,320721,5070640,294,0,32,MG,N,N,0
NL,LB,59,,GRUBBENVORST [HORST AAN DE MAAS],5971,613854,5142011,F,AL,57,,BASSE-HAM,57970,623988,4938513,24000,0,136,MG,N,N,0
F,PL,44,,NANTES,44100,-155777,4721143,F,PL,85,,CHALLANS,85300,-187932,4684587,1900,0,12,MG,N,N,0
I,5,ROM,48,RAVENNA,48100,1219785,4441412,I,8,CAM,84,BELLIZZI,84092,1494832,4062041,28000,0,136,MG,N,N,0
F,PR,13,,PORT-SAINT-LOUIS-DU-RH�NE,13230,480292,4339279,F,RA,38,,SAINT-QUENTIN-FALLAVIER,38070,510846,4563586,27000,0,134,MG,N,N,0
F,AQ,40,,MONT-DE-MARSAN,40000,-48795,4389059,B,BR,10,,BRUXELLES/BRUSSEL,1000,434967,5084839,8000,0,60,MG,N,N,0
F,BF,71,,M�CON,71000,482546,4630959,F,RA,1,,BOURG-EN-BRESSE,1000,523035,4620315,7000,480,80,MG,N,N,0
B,OV,92,,LAARNE,9270,385563,5103004,F,BR,35,,SAINT-AUBIN-DU-CORMIER,35140,-140128,4825797,11000,0,136,MG,N,N,0
D,SB,82,,WEILHEIM IN OBERBAYERN,82362,1114320,4784056,D,RL,47,,KLEVE,47533,612915,5178459,12000,0,136,MG,N,N,0
F,PR,6,,CANNES,6150,701325,4355328,F,RA,69,,BRIGNAIS,69530,475405,4567406,2000,0,40,MG,N,N,0
D,HE,64,,WEITERSTADT,64331,859126,4990341,D,ON,31,,LEHRTE,31275,997450,5237441,4000,0,41,MG,N,N,0
F,RP,78,,ABLIS,78660,183817,4851643,F,BF,70,,VESOUL,70000,615480,4761992,400,0,10,MG,N,N,0
F,AQ,33,,PR�CHAC,33730,-35421,4439920,F,NO,76,,FRENAYE (LA),76170,57172,4952706,20000,1100,150,MG,N,N,0
PL,2,2,21,ABRAMOW,21-143,2229930,5146317,PL,7,7,74,BANIE,74-110,1466332,5310041,24000,0,136,BE,N,N,0
E,E10,SS,20,IR�N,20303,-179812,4333410,B,LM,37,,BILZEN,3740,551201,5087109,24000,0,136,MG,N,N,0
F,RA,7,,ROCHEMAURE,7400,470530,4458852,F,OC,30,,RIBAUTE-LES-TAVERNES,30720,407990,4403738,25900,0,134,MG,N,N,0
F,NP,59,,DENAIN,59220,339304,5032688,F,PR,13,,MIRAMAS,13140,500448,4358493,3000,0,30,MG,N,N,0
F,RA,69,,LYON,69002,482978,4575418,F,PR,13,,MARSEILLE,13001,538060,4329823,24000,800,0,BE,N,N,0
B,LG,40,,HERSTAL,4040,562400,5066838,F,RA,1,,�CHALLON,1130,573923,4621393,4900,0,41,MG,N,N,0
F,RP,93,,SAINT-DENIS,93200,236435,4893741,F,BF,89,,MON�TEAU,89470,357860,4785005,3000,0,40,MG,N,N,0
D,HE,34,,LOHFELDEN,34253,954537,5127625,D,PS,54,,TRIER,54290,663721,4975193,9000,0,80,MG,N,N,0
F,RA,26,,VALENCE,26000,488930,4493051,NL,NB,48,,BREDA,4811,477247,5159061,24000,0,136,TD,N,N,0
F,MP,31,,CADOURS,31480,105044,4372860,F,CE,45,,GIEN,45500,263239,4768356,11700,0,70,MG,N,N,0
B,LG,40,,LI�GE,4000,557127,5064243,F,NO,14,,CAEN,14000,-36825,4918531,25700,0,136,MG,N,N,0
F,AQ,33,,BORDEAUX,33000,-58449,4483817,F,NO,76,,INGOUVILLE,76460,68668,4983923,25200,0,135,MG,N,N,0
F,BR,35,,BR�C�,35530,-148069,4810844,F,PL,44,,ANCENIS,44150,-118281,4737351,400,0,25,MG,N,N,0
F,NO,14,,HONFLEUR,14600,23373,4941679,F,NP,59,,CROIX,59170,315350,5067737,22000,0,134,MG,N,N,0
NL,UT,39,,RENSWOUDE,3927,554156,5207331,D,SN,8,,REINSDORF,8141,1254862,5070126,3500,0,25,MG,N,N,0
E,E10,BU,9,MIRANDA DE EBRO,9200,-294560,4268634,F,CE,28,,VOVES,28150,162571,4827164,15000,0,136,MG,N,N,0
E,E2,GE,17,GERONA,17007,283036,4199273,F,AQ,33,,BORDEAUX,33000,-58449,4483817,24000,0,134,MG,N,N,0
F,BF,71,,M�CON,71000,483285,4635785,F,NP,59,,LILLE,59160,299701,5063850,2200,0,30,MG,N,N,0
F,NP,59,,VALENCIENNES,59300,351565,5035657,D,BW,76,,KARLSRUHE,76149,838719,4903265,23000,0,120,MG,N,N,0
B,BR,13,,WAVRE,1300,461810,5071383,E,E1,Z,50,URBANIZACI�N PARAISO [ZARAGOZA],50190,-107632,4170017,20000,0,136,MG,N,N,0
D,WN,26,,PAPENBURG,26871,741931,5307438,B,WV,88,,ROESELARE,8800,312379,5094529,24000,0,136,MG,N,N,0
F,PL,44,,MONTOIR-DE-BRETAGNE,44550,-215328,4732780,E,E10,BI,48,AMOREBIETA,48340,-273214,4322118,2200,0,32,MG,N,N,0
D,BR,15,,BARUTH/MARK,15837,1350374,5204652,B,WV,87,,WIELSBEKE,8710,337310,5090955,8000,0,136,MG,N,N,0
E,E10,SS,20,IR�N,20303,-179812,4333410,D,RL,47,,KLEVE,47533,612915,5178459,24000,0,136,MG,N,N,0
D,HE,34,,KAUFUNGEN,34260,963046,5128207,D,NB,92,,PFREIMD,92536,1218105,4949097,3500,0,30,MG,N,N,0
I,5,ROM,47,RIMINI,47900,1257328,4405352,F,RP,75,,PARIS,75001,234047,4886241,2200,0,40,MG,N,N,0
F,CE,45,,MEUNG-SUR-LOIRE,45130,169717,4782799,F,AQ,47,,PONT-DU-CASSE,47480,68093,4423140,4000,0,90,MG,N,N,0
F,CE,41,,DROU�,41270,107484,4804158,F,BR,29,,BREST,29200,-449372,4839807,4000,0,80,MG,N,N,0
B,WV,85,,COURTRAI,8500,327028,5082746,NL,OL,80,,ZWOLLE,8011,609177,5251137,5000,0,75,MG,N,N,0
B,NA,50,,NAMUR,5000,486166,5046576,NL,OL,76,,VRIEZENVEEN [TWENTERAND],7671,662289,5241133,24000,0,136,MG,N,N,0
F,CH,8,,HAM-LES-MOINES,8090,459734,4979500,E,E2,B,8,GRANOLLERS,8400,228757,4160464,12900,0,60,MG,N,N,0
D,PS,66,,SANKT WENDEL,66606,716579,4946674,D,HE,64,,PFUNGSTADT,64319,860526,4980363,7760,0,90,MG,N,N,0
F,AU,87,,CH�LUS,87230,97972,4565465,F,AU,19,,�GLETONS,19300,204613,4540376,3000,0,30,MG,N,N,0
F,CH,51,,S�ZANNE,51120,372423,4872178,F,NO,76,,CANTELEU,76380,103076,4944596,27000,0,10,BE,N,N,0
B,HT,71,,LA LOUVI�RE,7100,418514,5047493,D,WF,58,,HAGEN,58095,747126,5135992,19000,0,40,MG,N,N,0
D,BW,76,,ETTLINGEN,76275,840137,4894391,NL,DR,79,,HOOGEVEEN,7901,647309,5272708,8000,0,136,MG,N,N,0
F,NP,59,,HOUPLINES,59116,291016,5069140,F,PC,17,,SAINTES,17100,-63570,4574350,15000,0,130,MG,N,N,0
D,HE,65,,FRANKFURT AM MAIN,65929,854691,5010315,D,ON,29,,HODENHAGEN,29693,959028,5276359,9000,0,48,MG,N,N,0
F,RA,42,,LE CHAMBON-FEUGEROLLES,42500,432631,4539301,F,RA,74,,BONNEVILLE,74130,640869,4607826,2500,0,45,MG,N,N,0
F,BF,21,,DIJON,21000,504419,4732639,I,7,PUG,70,MODUGNO,70026,1678187,4108293,8000,0,98,MG,N,N,0
F,AL,54,,NANCY,54000,617616,4868961,F,BF,70,,MARNAY,70150,577184,4729180,10000,0,153,MG,N,N,0
F,PC,79,,MAUL�ON,79700,-75426,4692510,F,NO,76,,GOURNAY-EN-BRAY,76220,172437,4948240,12000,0,60,MG,N,N,0
F,RA,38,,SAINT-QUENTIN-FALLAVIER,38070,510846,4563587,F,RA,1,,ANGLEFORT,1350,580830,4591201,8400,0,60,MG,N,N,0
D,HE,34,,MARSBERG,34431,884831,5145742,D,PS,55,,MAINZ,55120,822832,5001946,6000,0,140,MG,N,N,0
NL,ZH,30,,ROTTERDAM,3012,447839,5192285,B,AN,22,,BOOISCHOT [HEIST-OP-DEN-BERG],2221,476624,5104574,10500,0,50,MG,N,N,0
B,LG,47,,EUPEN,4700,602963,5063179,F,CE,45,,GIEN,45500,263239,4768356,5000,0,132,MG,N,N,0
F,NP,60,,NOYON,60400,300238,4957970,F,RP,93,,BOBIGNY,93000,244428,4890803,3500,0,52,MG,N,N,0
F,BF,71,,MONTCEAU-LES-MINES,71300,436663,4667808,E,E11,M,28,MADRID,28013,-370573,4042031,23000,0,136,MG,N,N,0
NL,ZH,29,,NIEUWERKERK AAN DEN IJSSEL,2913,460162,5197862,NL,NB,47,,ROOSENDAAL,4703,444379,5153603,9600,0,45,MG,N,N,0
B,OV,90,,GENT,9000,372860,5105561,F,NP,62,,VALHUON,62550,237702,5043359,25000,0,136,MG,N,N,0
D,BW,77,,KEHL,77694,781654,4857161,D,TN,7,,HERMSDORF,7629,1185662,5089626,6000,0,32,MG,N,N,8
F,AU,63,,CLERMONT-FERRAND,63000,309416,4577325,I,2,VEN,31,TREVISE,31100,1224028,4566964,25000,0,135,MG,N,N,0
D,BW,74,,CRAILSHEIM,74564,1006624,4913621,D,TN,7,,GERA,7548,1206869,5087483,3000,0,40,MG,N,N,0
F,AQ,33,,BORDEAUX,33000,-58449,4483817,D,TN,7,,PROBSTZELLA,7330,1138101,5053137,3000,0,20,MG,N,N,0
F,NP,60,,LONGUEIL-SAINTE-MARIE,60126,271677,4935516,F,RA,69,,SAINT-PRIEST,69800,493619,4569723,5000,0,70,MG,N,N,0
NL,OL,75,,DE LUTTE [LOSSER],7587,698695,5231244,NL,NB,51,,RIJEN [GILZE EN RIJEN],5121,491884,5158903,10000,0,136,MG,N,N,0
I,5,ROM,48,RAVENNA,48100,1219785,4441412,I,6,ABR,66,FURCI,66050,1458792,4200755,30000,0,136,MG,N,N,0
F,RP,77,,SAVIGNY-LE-TEMPLE,77176,258178,4859622,F,BR,22,,TR�MOREL,22230,-228897,4819962,18000,0,134,MG,N,N,0
F,RA,74,,ANNECY,74000,612603,4590746,F,NO,14,,BLAINVILLE-SUR-ORNE,14550,-30489,4922819,6000,0,40,MG,N,N,0
F,RA,1,,TR�VOUX,1600,478169,4593987,E,E1,Z,50,TARAZONA,50500,-172659,4190427,1700,0,25,MG,N,N,0
PL,3,3,31,KRAK�W,31-109,1993265,5005997,F,PR,6,,NICE,6200,727848,4370155,24000,0,136,MG,N,N,0
I,2,VEN,35,SAN MARTINO DI LUPARI,35018,1185497,4565027,F,OC,30,,N�MES,30000,440638,4386767,3500,0,55,MG,N,N,0
E,E2,B,8,BARCELONA,8001,216897,4138004,I,5,MAR,62,CIVITANOVA MARCHE,62012,1372252,4330884,24000,0,136,MG,N,N,0
D,SA,6,,LANDSBERG,6188,1216176,5152604,D,BW,78,,STEISSLINGEN,78256,892863,4780034,3600,0,56,MG,N,N,0
D,SB,84,,WALDKRAIBURG,84478,1240005,4820830,NL,OL,76,,LANGEVEEN [TUBBERGEN],7679,672077,5245919,24000,0,136,MG,N,N,0
D,RL,51,,WIEHL,51674,754998,5094969,D,RL,53,,HENNEF,53773,728302,5077226,5000,0,72,MG,N,N,0
E,E3,A,3,IBI,3440,-57649,3862260,E,E8,C,15,NAR�N,15570,-816020,4351645,1014,0,52,MG,N,N,0
D,ON,38,,SALZGITTER,38239,1036715,5216191,NL,FL,82,,LELYSTAD,8243,544851,5250636,1800,0,20,MG,N,N,0
F,BR,56,,MAURON,56430,-228434,4808255,F,NO,14,,SAINT-JULIEN-SUR-CALONNE,14130,22431,4929272,3900,0,26,MG,N,N,0
D,BW,77,,KEHL,77694,781654,4857161,D,HE,63,,RODGAU,63110,888338,5002555,10000,0,136,MG,N,N,0
F,RA,38,,SAINT-QUENTIN-FALLAVIER,38070,511080,4563261,F,RP,77,,BUSSY-SAINT-GEORGES,77600,269770,4884339,15000,0,134,MG,N,N,0
I,1,LOM,21,CASSANO MAGNAGO,21012,883110,4567542,F,PR,20,,CALENZANA,20214,885619,4250801,2200,0,36,MG,N,N,0
F,AU,3,,VICHY,3200,342998,4612685,F,OC,48,,LANGOGNE,48300,385611,4472663,2200,0,62,MG,N,N,0
F,PL,49,,VIVY,49680,-5524,4732620,F,CE,41,,MONTOIRE-SUR-LE-LOIR,41800,86813,4775523,26000,0,134,MG,N,N,0
B,HT,60,,CHARLEROI,6000,444344,5041017,F,NP,62,,DOUVRIN,62138,283092,5050916,25000,0,136,BE,N,N,0
F,OC,11,,CASTELNAUDARY,11400,195383,4331765,F,PC,79,,SAINT-POMPAIN,79160,-59816,4643994,1300,0,6,MG,N,N,0
GB,4,NP,,NEWPORT,NP10 8,-304152,5157249,B,AN,23,,HOOGSTRATEN,2320,476110,5140079,24000,0,120,MG,N,N,0
F,PL,49,,BEAUFORT-EN-VALL�E,49250,-21882,4744034,F,RP,93,,AULNAY-SOUS-BOIS,93600,249597,4894008,17,0,10,MG,N,N,0
F,OC,11,,ESCALES,11200,269528,4322320,F,NO,76,,LE HAVRE,76600,13187,4949363,4900,0,25,MG,N,N,0
F,BF,39,,RECANOZ,39230,550639,4680766,F,NO,76,,LONGUEVILLE-SUR-SCIE,76590,111009,4979335,1500,1,20,MG,N,N,3
F,CH,52,,MERREY,52240,559078,4805378,F,BF,89,,AVALLON,89200,391077,4748961,26000,0,136,MG,N,N,0
F,BF,70,,VESOUL,70000,615917,4762884,F,CE,18,,VIERZON,18100,206979,4722158,11111,0,135,MG,N,N,0
D,ON,30,,HANNOVER,30453,966320,5238161,D,WF,58,,SCHALKSM�HLE,58579,752445,5124168,15000,0,136,MG,N,N,0
F,PC,79,,GOURNAY-LOIZ�,79110,-6056,4615301,F,PL,49,,DURTAL,49430,-23949,4767150,15000,0,130,MG,N,N,0
D,TN,99,,ERFURT,99085,1105449,5098895,B,HT,60,,CHARLEROI,6000,444803,5041392,20000,0,136,MG,N,N,0
A,1,NO,21,WOLKERSDORF IM WEINVIERTEL,2120,1651988,4838297,PL,5,5,58,BIELAWA,58-260,1660475,5068608,8000,0,60,MG,N,N,0
F,NP,59,,SECLIN,59113,303438,5054933,E,E11,GU,19,CABANILLAS DEL CAMPO,19171,-323215,4063837,24000,0,136,MG,N,N,0
F,CH,10,,LE M�RIOT,10400,343919,4850594,F,AU,15,,MAURS,15600,219735,4471105,24000,0,136,BE,N,N,0
F,NP,80,,AMIENS,80080,230421,4991121,F,BR,29,,PENCRAN,29800,-423273,4843875,27000,0,134,MG,N,N,0
F,RP,95,,BEZONS,95870,221140,4892824,F,RA,38,,SAINT-MARCELLIN,38160,531945,4515364,3000,0,60,MG,N,N,0
F,CE,28,,CH�TEAUDUN,28200,133643,4807468,F,CH,10,,SAINT-L�GER-PR�S-TROYES,10800,408110,4823549,1602,0,15,MG,N,N,0
F,RA,38,,�CHIROLLES,38130,571561,4514851,D,RL,40,,RATINGEN,40880,682177,5129495,190,0,20,MG,N,N,0
E,E2,B,8,BARCELONA,8002,217610,4138248,A,3,TI,60,INNSBRUCK,6020,1139817,4726727,24000,0,136,MG,N,N,0
I,8,CAM,84,MERCATO SAN SEVERINO,84085,1475887,4078695,I,0,LIG,16,GENOVA,16121,894010,4440578,1000,0,15,MG,N,N,0
D,HE,63,,ASCHAFFENBURG,63743,916103,4996089,D,BW,78,,RIETHEIM-WEILHEIM,78604,878018,4803951,2800,0,92,MG,N,N,0
F,AL,67,,S�LESTAT,67600,745231,4825780,F,BF,58,,NEVERS,58000,315727,4698895,1000,0,82,MG,N,N,0
D,RL,50,,K?,50679,696213,5093608,D,SB,86,,Gro?aitingen,86845,1077806,4822790,8000,0,32,MG,N,N,0
I,2,VEN,37,OPPEANO,37050,1117932,4530729,F,RP,77,,DAMMARTIN-EN-GO�LE,77230,267711,4905385,26000,0,136,MG,N,N,0
E,E3,CS,12,ALMAZORA,12550,-6316,3994396,F,RP,91,,BONDOUFLE,91070,237940,4861569,26000,0,120,MG,N,N,0
F,RP,91,,ANGERVILLE,91670,199635,4830943,F,AQ,47,,MARMANDE,47200,16600,4450347,27000,0,134,MG,N,N,0
E,E10,VI,1,LLODIO,1400,-296238,4314366,F,AQ,47,,MARMANDE,47200,16600,4450347,17000,0,136,MG,N,N,0
B,HT,71,,LA LOUVI�RE,7110,408479,5045972,B,BR,15,,HAL,1500,423599,5073392,2000,0,50,MG,N,N,0
F,NO,76,,DAUBEUF-SERVILLE,76110,47626,4969550,F,PC,79,,CH�TILLON-SUR-THOUET,79200,-23963,4666238,27500,0,136,MG,N,N,0
F,CE,37,,TOURS,37000,69066,4738520,NL,NH,20,,HAARLEM,2011,463705,5238191,2500,0,20,MG,N,N,0
F,RA,69,,GENAS,69740,500029,4573178,E,E5,SE,41,SEVILLA,41001,-600178,3738761,3000,0,88,MG,N,N,0
F,PR,13,,ARLES,13200,462801,4367528,F,PC,16,,VARS,16330,12391,4576215,25000,0,130,BE,N,N,0
F,NP,60,,BRETEUIL,60120,229467,4963239,F,PL,49,,ANGERS,49000,-56220,4745880,11100,0,88,MG,N,N,0
F,AQ,64,,OGEU-LES-BAINS,64680,-50239,4315016,F,BR,35,,VITR�,35500,-120611,4811973,20000,0,150,MG,N,N,0
I,4,EMI,41,MODENA,41100,1092525,4464338,F,PL,44,,NANTES,44000,-155266,4722096,5800,0,16,MG,N,N,0
B,AN,20,,ANTWERPEN,2000,439738,5122173,F,RA,69,,LYON,69002,482900,4575940,12000,0,60,MG,N,N,0
F,AU,43,,SAINTE-SIGOL�NE,43600,423475,4524349,F,AU,43,,LANGEAC,43300,349317,4510050,250,0,10,MG,N,N,0
F,PR,6,,NICE,6200,727848,4370155,F,PR,13,,ARLES,13200,462801,4367528,17000,0,150,MG,N,N,0
F,NO,14,,CARPIQUET,14650,-44387,4918371,F,NP,2,,POUILLY-SUR-SERRE,2270,359079,4968405,22000,0,136,TD,N,N,0
PL,9,9,98,WIDAWA,98-170,1894267,5143834,D,BW,71,,VAIHINGEN AN DER ENZ,71665,896037,4893270,13600,0,136,MG,N,N,0
F,RA,42,,FIRMINY,42700,428915,4538717,F,MP,31,,TOULOUSE,31000,145611,4360106,4000,0,32,MG,N,N,0
F,AU,3,,MOULINS,3000,333279,4656614,I,0,LIG,18,VENTIMIGLIA,18039,761624,4378814,2400,40,136,MG,N,N,0
GB,7,BB,,BLACKBURN,BB1 2,-244697,5373911,F,MP,82,,MONTAUBAN,82000,136225,4401857,100,0,47,MG,N,N,0
I,4,EMI,43,PARMA,43100,1033990,4479865,F,RA,69,,LYON,69002,482900,4575940,16000,0,80,MG,N,N,0
NL,ZH,30,,ROTTERDAM,3088,443112,5188044,F,NP,60,,COMPI�GNE,60200,281604,4940846,24800,0,134,MG,N,N,0
I,4,EMI,40,SASSO MARCONI,40037,1124878,4440186,F,BF,89,,JOIGNY,89300,339979,4798083,1400,0,29,MG,N,N,0
F,PR,5,,GUILLESTRE,5600,665200,4465976,F,PR,6,,NICE,6100,725452,4372019,200,0,12,MG,N,N,0
I,0,PIE,10,AVIGLIANA,10051,739851,4507669,F,CH,10,,SAINT-ANDR�-LES-VERGERS,10120,405378,4827947,8000,0,104,MG,N,N,0
D,PS,54,,AUW BEI PR�M,54597,633872,5030019,NL,OL,80,,ZWOLLE,8013,612330,5249705,21906,0,136,MG,N,N,0
D,HE,65,,WIESBADEN,65203,823856,5004365,NL,DR,78,,EMMEN,7812,688094,5276348,18000,0,108,MG,N,N,0
F,PC,17,,LA ROCHELLE,17000,-115162,4615943,F,RA,42,,ROANNE,42300,407259,4603534,28000,0,130,MG,N,N,0
F,NP,2,,LY-FONTAINE,2440,331116,4973513,F,RA,38,,GRENOBLE,38000,573209,4519395,1400,0,32,MG,N,N,0
F,BF,21,,DIJON,21000,503865,4732390,F,AQ,33,,BORDEAUX,33000,-58449,4483817,1500,61,30,MD,N,N,0
F,RA,38,,VIENNE,38200,487230,4552210,F,MP,82,,MONTAUBAN,82000,135274,4401652,10000,0,100,MG,N,N,0
GB,4,SA,,CARDIGAN,SA43 1,-465583,5208686,F,NP,62,,H�NIN-BEAUMONT,62110,295233,5041615,5000,0,116,MG,N,N,0
D,SN,4,,SCHKEUDITZ,4435,1222720,5139505,D,MV,17,,M�LLENHAGEN,17219,1292947,5352580,5910,0,32,MG,N,N,0
B,WV,80,,BRUGGE,8000,322448,5120848,NL,GL,66,,HETEREN [OVERBETUWE],6666,575328,5195634,24000,0,136,MG,N,N,33
F,AL,54,,VILLERUPT,54190,593065,4946379,I,0,PIE,10,TORINO,10121,767316,4506844,10000,0,44,MG,N,N,0
F,NO,76,,ROUEN,76100,108933,4944037,F,AL,68,,COLMAR,68000,736365,4808192,26000,0,136,MG,N,N,0
A,1,OO,44,STEYR,4400,1442154,4804317,D,SB,94,,STRAUBING,94315,1257609,4887602,15000,0,136,MG,N,N,0
F,NP,62,,HOUDAIN,62150,254419,5045761,F,NP,80,,FEUQUI�RES-EN-VIMEU,80210,160335,5006316,200,0,20,MG,N,N,0
F,NO,61,,MORTAGNE-AU-PERCHE,61400,54822,4852012,E,E10,BU,9,BURGOS,9001,-371999,4233968,4000,0,44,MG,N,N,0
D,SB,94,,HENGERSBERG,94491,1305573,4877338,D,BW,77,,LAHR/SCHWARZWALD,77933,786204,4834026,24000,0,140,MG,N,N,0
F,OC,34,,GANGES,34190,370978,4393598,F,AQ,24,,LE PIZOU,24700,6261,4502523,3000,0,60,MG,N,N,0
F,RP,95,,GONESSE,95500,244986,4898649,F,PL,85,,SAINT-HILAIRE-DE-RIEZ,85270,-194671,4672263,5000,0,130,MG,N,N,0
D,RL,52,,AACHEN,52072,607167,5078406,NL,GL,41,,CULEMBORG,4107,523001,5194287,10000,0,136,MG,N,N,0
I,2,VEN,36,VICENZA,36100,1154585,4554878,F,AQ,40,,MONT-DE-MARSAN,40000,-48795,4389059,25000,0,120,MG,N,N,0
F,PL,44,,MONTOIR-DE-BRETAGNE,44550,-215328,4732780,F,MP,32,,MARESTAING,32490,101805,4357935,28200,0,136,MG,N,N,0
F,RA,69,,SAINT-PRIEST,69800,493619,4569723,F,PR,6,,CARROS,6510,719833,4377627,1000,0,20,MG,N,N,0
B,NA,50,,NAMUR,5000,485910,5046372,F,AL,54,,NANCY,54000,617616,4868961,6000,0,136,MG,N,N,0
F,CH,10,,NOGENT-SUR-SEINE,10400,350251,4849233,F,RA,26,,VALENCE,26000,488930,4493051,28000,0,136,MG,N,N,0
D,HE,60,,FRANKFURT AM MAIN,60311,868226,5011067,NL,LB,58,,VENRAY,5801,596639,5152345,24000,0,136,MG,N,N,0
NL,LB,59,,REUVER [BEESEL],5951,609836,5129211,F,BF,89,,SAINT-FLORENTIN,89600,372566,4800126,24000,0,136,MG,N,N,0
I,2,VEN,36,VICENZA,36100,1154585,4554878,F,BR,35,,RENNES,35000,-168468,4811026,4000,0,45,MG,N,N,0
D,NB,97,,HASSFURT,97437,1050647,5003150,NL,LB,62,,MAASTRICHT,6211,568914,5084918,1000,0,50,MG,N,N,0
F,CE,41,,LAMOTTE-BEUVRON,41600,202727,4759977,F,AU,23,,BOUSSAC,23600,221979,4634889,2500,0,30,MG,N,N,0
F,PR,84,,AVIGNON,84000,480604,4394876,F,BF,71,,CHALON-SUR-SA�NE,71100,485500,4677968,500,0,10,MG,N,N,0
F,RP,77,,SAINT-FARGEAU-PONTHIERRY,77310,253234,4853138,B,BR,14,,WATERLOO,1410,439682,5070827,900,0,20,MG,N,N,0
F,RA,26,,SAINT-RAMBERT-D ALBON,26140,481417,4529080,F,PR,6,,CARROS,6510,719176,4376681,3000,0,20,MG,N,N,2
D,WN,27,,BREMERHAVEN,27568,857681,5355444,E,E10,BI,48,BILBAO,48014,-294612,4326867,24000,0,136,MG,N,N,0
F,NP,62,,RUITZ,62620,258831,5046714,I,2,VEN,37,VERONA,37122,1099151,4543816,5000,0,32,MG,N,N,0
D,NB,91,,ERLANGEN,91056,1098758,4957311,D,SB,87,,KAUFBEUREN,87600,1062303,4788356,8700,0,100,MG,N,N,0
F,PL,44,,SAINT-NAZAIRE,44600,-222347,4727570,E,E10,BI,48,GALD�CANO,48960,-281843,4321799,1231,0,20,MG,N,N,0
F,PR,84,,SORGUES,84700,487308,4400936,I,0,PIE,12,CORTEMILIA,12074,819206,4458047,1000,0,10,MG,N,N,0
P,NO,48,,GUIMAR�ES,4800,-829429,4144502,F,PL,49,,ANGERS,49000,-55235,4747131,10000,0,136,MG,N,N,0
F,CE,45,,BEAUGENCY,45190,163099,4777927,F,BR,35,,SAINT-MALO,35400,-202322,4865037,4000,0,80,MG,N,N,0
D,NB,97,,BERGRHEINFELD,97493,1018017,5000957,D,ON,37,,DUDERSTADT,37115,1026052,5151175,1500,0,40,MG,N,N,0
F,MP,31,,LESPINASSE,31150,138769,4370977,E,E2,LE,25,ELS PLANS DE SI�,25212,119768,4176218,25000,136,0,BE,N,N,0
D,RL,47,,KEVELAER,47625,634174,5156438,D,SH,23,,WISMAR,23970,1147379,5389330,24500,0,140,MG,N,N,0
F,RP,93,,AULNAY-SOUS-BOIS,93600,249597,4894008,F,BF,58,,GU�RIGNY,58130,319394,4708770,1500,0,20,MG,N,N,0
F,CE,45,,ORL�ANS,45000,190790,4791025,F,PL,53,,LAVAL,53000,-77346,4806883,15100,0,130,MG,N,N,0
F,CH,10,,TORVILLIERS,10440,397471,4827392,F,PC,86,,POITIERS,86000,34856,4657915,2000,0,60,MG,N,N,0
D,BW,75,,EPPINGEN,75031,890973,4913598,B,AN,25,,LIERRE,2500,456503,5113414,200,0,4,MG,N,N,0
F,BF,71,,MARCIGNY,71110,404149,4627594,F,NP,59,,RONCQ,59223,312076,5075317,1000,0,10,MG,N,N,0
F,CE,28,,CLOYES-SUR-LE-LOIR,28220,123345,4799614,F,AQ,40,,SAINT-AVIT,40090,-44500,4394123,640,0,20,MG,N,N,0
NL,OL,77,,COEVORDEN,7741,673890,5266421,D,RL,41,,NEUSS,41460,669404,5119628,24000,0,136,MG,N,N,0
F,NO,76,,OUVILLE-LA-RIVI�RE,76860,95935,4986882,F,PR,4,,FORCALQUIER,4300,577876,4395941,800,0,24,MG,N,N,0
